date,open,close,high,low,volume
2026-02-12,58.6,58.74,59.49,58.5,34869000.0
2026-02-11,58.4,58.9,59.95,58.35,57368000.0
2026-02-10,57.46,58.4,59.04,57.05,64886100.0
2026-02-09,57.75,57.45,57.89,57.0,36611700.0
2026-02-06,57.74,57.31,58.15,57.24,36090400.0
2026-02-05,57.5,58.16,58.47,57.3,51774600.0
2026-02-04,57.3,57.6,57.7,56.23,48924300.0
2026-02-03,57.0,57.47,57.69,56.5,49883500.0
2026-02-02,57.76,56.49,58.33,56.31,60958000.0
2026-01-30,58.0,58.16,59.79,57.76,85204500.0
2026-01-29,56.35,58.11,58.37,56.08,113782500.0
2026-01-28,57.44,56.55,57.8,56.3,87875000.0
2026-01-27,58.39,57.2,58.49,57.14,63725500.0
2026-01-26,58.99,58.16,59.16,58.05,72732900.0
2026-01-23,59.73,58.99,60.27,58.76,80804300.0
2026-01-22,60.36,59.44,60.36,59.3,53706800.0
2026-01-21,60.51,60.1,60.88,59.86,54603500.0
2026-01-20,61.13,60.5,61.65,60.4,42775500.0
2026-01-19,61.8,61.12,62.38,60.66,47389100.0
2026-01-16,63.35,61.94,63.52,61.66,52378600.0
2026-01-15,63.18,63.17,63.83,62.7,46761200.0
2026-01-14,64.55,63.61,65.6,63.2,62925500.0
2026-01-13,64.3,64.52,65.83,64.05,74034000.0
2026-01-12,64.1,63.85,64.3,63.21,42877000.0
2026-01-09,63.58,63.78,64.2,62.8,42635800.0
2026-01-08,65.0,63.6,65.05,63.03,44774900.0
2026-01-07,63.01,63.85,64.8,63.0,52465200.0
2026-01-06,63.36,63.06,63.48,62.4,46352500.0
2026-01-05,60.06,63.08,63.49,59.99,85117000.0
2025-12-31,60.16,59.57,60.36,59.5,26827900.0
2025-12-30,60.4,60.18,60.6,59.9,25330500.0
2025-12-29,61.06,60.51,61.27,60.41,28575200.0
2025-12-26,61.3,61.06,61.66,60.6,21430800.0
2025-12-25,61.22,61.4,61.66,61.03,15518200.0
2025-12-24,61.67,61.23,62.0,61.08,25050200.0
2025-12-23,60.85,61.8,62.56,60.84,32919100.0
2025-12-22,60.81,60.93,61.5,60.33,23670900.0
2025-12-19,60.07,60.85,61.38,59.91,28835800.0
2025-12-18,60.05,60.0,60.57,59.95,17930900.0
2025-12-17,59.35,60.3,60.8,59.01,33041800.0
2025-12-16,61.38,59.15,61.49,58.68,52378500.0
2025-12-15,62.68,61.38,62.68,61.38,29007200.0
2025-12-12,63.28,63.28,63.28,62.26,31562900.0
2025-12-11,63.56,63.4,63.94,63.11,24706100.0
2025-12-10,63.15,63.38,63.56,62.27,28896000.0
2025-12-09,62.32,63.08,64.15,62.3,49359300.0
2025-12-08,62.6,62.46,63.55,61.92,50861800.0
2025-12-05,61.19,61.62,61.79,60.7,23117600.0
2025-12-04,61.01,61.25,61.49,60.97,18040800.0
2025-12-03,61.1,60.97,61.55,60.7,19853000.0
2025-12-02,61.9,61.12,61.9,61.0,18230600.0
2025-12-01,62.08,61.94,62.09,61.06,25483100.0
2025-11-28,62.36,62.08,62.36,61.61,20277600.0
2025-11-27,62.6,62.09,62.96,61.94,25730800.0
2025-11-26,61.5,62.36,62.8,61.03,43986200.0
2025-11-25,61.1,60.88,61.61,60.53,26504500.0
2025-11-24,60.04,60.66,61.1,59.96,34397300.0
2025-11-21,60.33,59.5,61.1,59.31,44733500.0
2025-11-20,61.23,60.63,61.65,60.54,25348000.0
2025-11-19,61.5,61.11,61.78,61.02,21116200.0
2025-11-18,61.61,61.78,62.85,61.52,21910100.0
2025-11-17,62.89,61.8,63.05,61.41,31538500.0
2025-11-14,63.45,62.9,63.9,62.76,31950400.0
2025-11-13,62.69,63.56,63.79,62.23,50831800.0
2025-11-12,61.09,62.1,62.86,61.09,51426800.0
2025-11-11,61.95,61.06,62.2,61.0,27516000.0
2025-11-10,61.57,61.83,61.93,60.96,39624800.0
2025-11-07,62.0,61.58,62.49,61.5,27065400.0
2025-11-06,61.95,62.42,62.5,61.47,25252400.0
2025-11-05,61.3,61.96,62.49,61.22,33438100.0
2025-11-04,63.42,61.92,63.45,61.55,51561000.0
2025-11-03,64.96,63.4,64.99,62.82,46030600.0
2025-10-31,63.36,64.15,65.49,63.2,83706400.0
2025-10-30,64.02,62.88,64.02,62.87,60874000.0
2025-10-29,63.6,64.02,64.48,62.71,56217500.0
2025-10-28,65.22,63.62,65.46,63.5,108209000.0
2025-10-27,66.55,67.01,67.85,66.51,50892500.0
2025-10-24,65.26,65.5,66.36,65.01,37275300.0
2025-10-23,65.01,65.14,65.43,64.02,34278500.0
2025-10-22,66.25,65.26,66.79,65.01,39804800.0
2025-10-21,65.5,66.0,66.58,65.14,36956000.0
2025-10-20,65.99,65.13,66.51,64.83,32671700.0
2025-10-17,66.85,65.1,67.4,65.0,34950700.0
2025-10-16,66.43,66.84,68.5,65.72,46037800.0
2025-10-15,64.2,66.4,66.42,63.68,51123200.0
2025-10-14,67.61,64.27,67.66,63.7,70294700.0
2025-10-13,66.0,66.98,68.03,65.7,53228700.0
2025-10-10,70.38,68.2,70.88,67.85,70610100.0
2025-10-09,71.56,71.15,71.66,69.11,59279300.0
2025-09-30,69.0,71.55,71.58,68.8,57945100.0
2025-09-29,69.79,69.2,69.79,67.76,64799100.0
2025-09-26,70.8,70.08,71.37,69.23,69904500.0
2025-09-25,72.4,72.27,73.08,71.55,73903900.0
2025-09-24,69.7,70.11,70.38,69.3,39530200.0
2025-09-23,71.0,69.7,71.19,68.5,56133000.0
2025-09-22,70.49,71.05,72.7,70.4,57654200.0
2025-09-19,71.1,69.65,71.24,69.49,52439200.0
2025-09-18,70.56,71.09,73.12,69.9,86563900.0
2025-09-17,69.3,70.13,70.8,69.3,58603400.0
2025-09-16,69.1,69.15,69.34,68.34,43458200.0
2025-09-15,68.85,69.1,69.69,68.26,61188200.0
2025-09-12,68.28,69.01,69.51,67.86,83121500.0
2025-09-11,66.58,68.29,68.47,64.0,194235900.0
2025-09-10,70.84,70.32,71.77,70.08,46820400.0
2025-09-09,72.17,71.09,74.04,70.48,76767000.0
2025-09-08,73.0,72.31,73.87,71.64,74820900.0
2025-09-05,69.0,72.47,72.98,69.0,93647900.0
2025-09-04,71.27,68.65,71.58,67.5,110289400.0
2025-09-03,68.8,71.98,73.42,68.8,112936900.0
2025-09-02,69.8,68.87,70.77,67.8,108449000.0
2025-09-01,66.4,68.35,68.88,65.92,87218100.0
2025-08-29,63.03,66.23,66.87,63.03,102318600.0
2025-08-28,62.95,63.03,63.22,61.41,71590200.0
2025-08-27,65.01,63.05,65.71,63.04,83616900.0
2025-08-26,66.2,65.3,66.2,65.0,57512900.0
2025-08-25,64.98,66.26,66.4,64.37,84923400.0
2025-08-22,64.71,64.98,65.2,63.83,63771900.0
2025-08-21,63.98,63.99,65.33,62.95,85862900.0
2025-08-20,61.66,62.85,62.97,61.11,65042400.0
2025-08-19,63.4,61.69,65.4,61.63,99770000.0
2025-08-18,63.4,63.08,63.95,62.81,72885800.0
2025-08-15,62.64,63.4,64.27,62.46,61493300.0
2025-08-14,62.85,62.82,63.6,62.36,57126600.0
2025-08-13,60.85,62.61,63.51,60.85,81529600.0
2025-08-12,61.32,60.85,61.45,60.26,39183500.0
2025-08-11,60.99,61.07,61.42,60.68,42575200.0
2025-08-08,60.7,60.99,61.13,60.0,36297100.0
2025-08-07,61.25,60.81,62.1,60.7,50476400.0
2025-08-06,62.19,61.58,62.55,61.38,57247900.0
2025-08-05,62.11,62.3,62.46,61.56,54144300.0
2025-08-04,60.6,62.0,62.05,60.0,68961300.0
